alert_id,event_time,src_ip,dst_ip,asset_name,business_level,log_source,attack_type,rule_id,rule_name,matched_field,matched_value,severity,evidence,recommendation,raw_message
ALT-000094,2026-06-15 10:44:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/config.php,medium,字段 request_uri 命中关键字 'config.php'；请求状态码=200.0；User-Agent=python-requests/2.31.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:44:30 +0800] ""GET /config.php HTTP/1.1"" 200 670 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
ALT-000095,2026-06-15 10:44:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,curl/8.6.0,medium,字段 user_agent 命中关键字 'curl'；请求状态码=500.0；User-Agent=curl/8.6.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:44:45 +0800] ""GET /wp-config.php HTTP/1.1"" 500 845 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000096,2026-06-15 10:44:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/wp-config.php,medium,字段 request_uri 命中关键字 'config.php'；请求状态码=500.0；User-Agent=curl/8.6.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:44:45 +0800] ""GET /wp-config.php HTTP/1.1"" 500 845 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000097,2026-06-15 10:45:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,sqlmap/1.7.9#stable,medium,字段 user_agent 命中关键字 'sqlmap'；请求状态码=404.0；User-Agent=sqlmap/1.7.9#stable,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:45:00 +0800] ""GET /.env HTTP/1.1"" 404 519 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000098,2026-06-15 10:45:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/.env,medium,字段 request_uri 命中关键字 '.env'；请求状态码=404.0；User-Agent=sqlmap/1.7.9#stable,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:45:00 +0800] ""GET /.env HTTP/1.1"" 404 519 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000099,2026-06-15 10:45:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,Nikto/2.5.0,medium,字段 user_agent 命中关键字 'nikto'；请求状态码=404.0；User-Agent=Nikto/2.5.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:45:15 +0800] ""GET /.git/config HTTP/1.1"" 404 588 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000100,2026-06-15 10:45:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/.git/config,medium,字段 request_uri 命中关键字 '.git'；请求状态码=404.0；User-Agent=Nikto/2.5.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:45:15 +0800] ""GET /.git/config HTTP/1.1"" 404 588 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000101,2026-06-15 10:45:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,dirbuster/1.0,medium,字段 user_agent 命中关键字 'dirbuster'；请求状态码=403.0；User-Agent=dirbuster/1.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:45:30 +0800] ""GET /backup.zip HTTP/1.1"" 403 1048 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000102,2026-06-15 10:45:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/backup.zip,medium,字段 request_uri 命中关键字 'backup.zip'；请求状态码=403.0；User-Agent=dirbuster/1.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:45:30 +0800] ""GET /backup.zip HTTP/1.1"" 403 1048 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000103,2026-06-15 10:45:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,python-requests/2.31.0,medium,字段 user_agent 命中关键字 'python-requests'；请求状态码=200.0；User-Agent=python-requests/2.31.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:45:45 +0800] ""GET /config.php HTTP/1.1"" 200 458 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
ALT-000104,2026-06-15 10:45:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/config.php,medium,字段 request_uri 命中关键字 'config.php'；请求状态码=200.0；User-Agent=python-requests/2.31.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:45:45 +0800] ""GET /config.php HTTP/1.1"" 200 458 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
ALT-000105,2026-06-15 10:46:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,curl/8.6.0,medium,字段 user_agent 命中关键字 'curl'；请求状态码=500.0；User-Agent=curl/8.6.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:46:00 +0800] ""GET /wp-config.php HTTP/1.1"" 500 458 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000106,2026-06-15 10:46:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/wp-config.php,medium,字段 request_uri 命中关键字 'config.php'；请求状态码=500.0；User-Agent=curl/8.6.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:46:00 +0800] ""GET /wp-config.php HTTP/1.1"" 500 458 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000107,2026-06-15 10:46:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,sqlmap/1.7.9#stable,medium,字段 user_agent 命中关键字 'sqlmap'；请求状态码=404.0；User-Agent=sqlmap/1.7.9#stable,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:46:15 +0800] ""GET /.env HTTP/1.1"" 404 636 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000108,2026-06-15 10:46:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/.env,medium,字段 request_uri 命中关键字 '.env'；请求状态码=404.0；User-Agent=sqlmap/1.7.9#stable,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:46:15 +0800] ""GET /.env HTTP/1.1"" 404 636 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000109,2026-06-15 10:46:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,Nikto/2.5.0,medium,字段 user_agent 命中关键字 'nikto'；请求状态码=404.0；User-Agent=Nikto/2.5.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:46:30 +0800] ""GET /.git/config HTTP/1.1"" 404 418 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000110,2026-06-15 10:46:30,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/.git/config,medium,字段 request_uri 命中关键字 '.git'；请求状态码=404.0；User-Agent=Nikto/2.5.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:46:30 +0800] ""GET /.git/config HTTP/1.1"" 404 418 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000111,2026-06-15 10:46:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,dirbuster/1.0,medium,字段 user_agent 命中关键字 'dirbuster'；请求状态码=403.0；User-Agent=dirbuster/1.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:46:45 +0800] ""GET /backup.zip HTTP/1.1"" 403 527 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000112,2026-06-15 10:46:45,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/backup.zip,medium,字段 request_uri 命中关键字 'backup.zip'；请求状态码=403.0；User-Agent=dirbuster/1.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:46:45 +0800] ""GET /backup.zip HTTP/1.1"" 403 527 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000113,2026-06-15 10:47:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,python-requests/2.31.0,medium,字段 user_agent 命中关键字 'python-requests'；请求状态码=200.0；User-Agent=python-requests/2.31.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:47:00 +0800] ""GET /config.php HTTP/1.1"" 200 1123 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
ALT-000114,2026-06-15 10:47:00,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/config.php,medium,字段 request_uri 命中关键字 'config.php'；请求状态码=200.0；User-Agent=python-requests/2.31.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:47:00 +0800] ""GET /config.php HTTP/1.1"" 200 1123 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
ALT-000115,2026-06-15 10:47:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,curl/8.6.0,medium,字段 user_agent 命中关键字 'curl'；请求状态码=500.0；User-Agent=curl/8.6.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"77.88.121.4 - - [15/Jun/2026:10:47:15 +0800] ""GET /wp-config.php HTTP/1.1"" 500 933 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000116,2026-06-15 10:47:15,77.88.121.4,192.168.10.10,Web-Server-01,core,access_log,Sensitive File Scan,WEB-003,Sensitive File Scan,request_uri,/wp-config.php,medium,字段 request_uri 命中关键字 'config.php'；请求状态码=500.0；User-Agent=curl/8.6.0,检查敏感文件是否暴露，确认 Web 根目录权限。,"77.88.121.4 - - [15/Jun/2026:10:47:15 +0800] ""GET /wp-config.php HTTP/1.1"" 500 933 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000117,2026-06-15 11:11:12,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=10；用户名=admin,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:11:12 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=admin auth_result=failed
ALT-000118,2026-06-15 11:11:20,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=11；用户名=root,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:11:20 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=root auth_result=failed
ALT-000119,2026-06-15 11:11:28,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=12；用户名=test,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:11:28 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=test auth_result=failed
ALT-000120,2026-06-15 11:11:36,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=13；用户名=admin,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:11:36 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=admin auth_result=failed
ALT-000121,2026-06-15 11:11:44,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=14；用户名=root,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:11:44 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=root auth_result=failed
ALT-000122,2026-06-15 11:11:52,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=15；用户名=test,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:11:52 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=test auth_result=failed
ALT-000123,2026-06-15 11:12:00,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=16；用户名=admin,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:12:00 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=admin auth_result=failed
ALT-000124,2026-06-15 11:12:08,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=17；用户名=root,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:12:08 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=root auth_result=failed
ALT-000125,2026-06-15 11:12:16,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=18；用户名=test,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:12:16 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=test auth_result=failed
ALT-000126,2026-06-15 11:12:24,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=19；用户名=admin,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:12:24 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=admin auth_result=failed
ALT-000127,2026-06-15 11:12:32,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=20；用户名=root,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:12:32 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=root auth_result=failed
ALT-000128,2026-06-15 11:12:40,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=21；用户名=test,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:12:40 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=test auth_result=failed
ALT-000129,2026-06-15 11:12:48,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=22；用户名=admin,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:12:48 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=admin auth_result=failed
ALT-000130,2026-06-15 11:12:56,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=23；用户名=root,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:12:56 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=root auth_result=failed
ALT-000131,2026-06-15 11:13:04,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=24；用户名=test,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:13:04 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=test auth_result=failed
ALT-000132,2026-06-15 11:13:12,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=25；用户名=admin,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:13:12 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=admin auth_result=failed
ALT-000133,2026-06-15 11:13:20,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=26；用户名=root,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:13:20 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=root auth_result=failed
ALT-000134,2026-06-15 11:13:28,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=27；用户名=test,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:13:28 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=test auth_result=failed
ALT-000135,2026-06-15 11:13:36,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=28；用户名=admin,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:13:36 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=admin auth_result=failed
ALT-000136,2026-06-15 11:13:44,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=29；用户名=root,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:13:44 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=root auth_result=failed
ALT-000137,2026-06-15 11:13:52,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=30；用户名=test,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:13:52 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=test auth_result=failed
ALT-000138,2026-06-15 11:14:00,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=31；用户名=admin,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:14:00 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=admin auth_result=failed
ALT-000139,2026-06-15 11:14:08,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=32；用户名=root,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:14:08 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=root auth_result=failed
ALT-000140,2026-06-15 11:14:16,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=33；用户名=test,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:14:16 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=test auth_result=failed
ALT-000141,2026-06-15 11:14:24,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=34；用户名=admin,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:14:24 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=admin auth_result=failed
ALT-000142,2026-06-15 11:14:32,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=35；用户名=root,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:14:32 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=root auth_result=failed
ALT-000143,2026-06-15 11:14:40,198.51.100.77,192.168.10.20,Login-Server-01,core,auth_log,Brute Force Login,AUTH-001,Brute Force Login,auth_result,failed,high,同一源 IP 在 5 分钟内失败登录次数=36；用户名=test,封禁源 IP，锁定异常账号，开启验证码、MFA 或登录限速。,2026-06-15 11:14:40 src_ip=198.51.100.77 dst_ip=192.168.10.20 username=test auth_result=failed
ALT-000144,2026-06-15 12:00:00,185.199.110.14,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,sqlmap/1.7.9#stable,medium,字段 user_agent 命中关键字 'sqlmap'；请求状态码=200.0；User-Agent=sqlmap/1.7.9#stable,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"185.199.110.14 - - [15/Jun/2026:12:00:00 +0800] ""GET /search?q=%27%20union%20select%20username%2Cpassword%20from%20users-- HTTP/1.1"" 200 2131 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000145,2026-06-15 12:00:18,185.199.110.14,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,Nikto/2.5.0,medium,字段 user_agent 命中关键字 'nikto'；请求状态码=403.0；User-Agent=Nikto/2.5.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"185.199.110.14 - - [15/Jun/2026:12:00:18 +0800] ""GET /product?id=1%20or%201=1 HTTP/1.1"" 403 1328 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000146,2026-06-15 12:00:36,185.199.110.14,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,dirbuster/1.0,medium,字段 user_agent 命中关键字 'dirbuster'；请求状态码=500.0；User-Agent=dirbuster/1.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"185.199.110.14 - - [15/Jun/2026:12:00:36 +0800] ""GET /api/report?id=10%20union%20select%20null,version() HTTP/1.1"" 500 1510 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000147,2026-06-15 12:00:54,185.199.110.14,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,python-requests/2.31.0,medium,字段 user_agent 命中关键字 'python-requests'；请求状态码=200.0；User-Agent=python-requests/2.31.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"185.199.110.14 - - [15/Jun/2026:12:00:54 +0800] ""GET /search?q=sleep%285%29 HTTP/1.1"" 200 2102 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
ALT-000148,2026-06-15 12:01:12,185.199.110.14,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,curl/8.6.0,medium,字段 user_agent 命中关键字 'curl'；请求状态码=403.0；User-Agent=curl/8.6.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"185.199.110.14 - - [15/Jun/2026:12:01:12 +0800] ""GET /item?id=2%20and%20exists(select%201%20from%20information_schema.tables) HTTP/1.1"" 403 2322 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000149,2026-06-15 12:01:12,185.199.110.14,192.168.10.10,Web-Server-01,core,access_log,SQL Injection Probe,WEB-001,SQL Injection Probe,request_uri,/item?id=2%20and%20exists(select%201%20from%20information_schema.tables),high,字段 request_uri 命中关键字 'information_schema'；请求状态码=403.0；User-Agent=curl/8.6.0,检查参数过滤、数据库错误回显和 WAF 拦截策略，必要时封禁源 IP。,"185.199.110.14 - - [15/Jun/2026:12:01:12 +0800] ""GET /item?id=2%20and%20exists(select%201%20from%20information_schema.tables) HTTP/1.1"" 403 2322 ""-"" ""curl/8.6.0"" ""192.168.10.10"""
ALT-000150,2026-06-15 12:01:30,185.199.110.14,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,sqlmap/1.7.9#stable,medium,字段 user_agent 命中关键字 'sqlmap'；请求状态码=500.0；User-Agent=sqlmap/1.7.9#stable,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"185.199.110.14 - - [15/Jun/2026:12:01:30 +0800] ""GET /search?q=%27%20union%20select%20username%2Cpassword%20from%20users-- HTTP/1.1"" 500 1293 ""-"" ""sqlmap/1.7.9#stable"" ""192.168.10.10"""
ALT-000151,2026-06-15 12:01:48,185.199.110.14,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,Nikto/2.5.0,medium,字段 user_agent 命中关键字 'nikto'；请求状态码=200.0；User-Agent=Nikto/2.5.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"185.199.110.14 - - [15/Jun/2026:12:01:48 +0800] ""GET /product?id=1%20or%201=1 HTTP/1.1"" 200 1751 ""-"" ""Nikto/2.5.0"" ""192.168.10.10"""
ALT-000152,2026-06-15 12:02:06,185.199.110.14,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,dirbuster/1.0,medium,字段 user_agent 命中关键字 'dirbuster'；请求状态码=403.0；User-Agent=dirbuster/1.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"185.199.110.14 - - [15/Jun/2026:12:02:06 +0800] ""GET /api/report?id=10%20union%20select%20null,version() HTTP/1.1"" 403 851 ""-"" ""dirbuster/1.0"" ""192.168.10.10"""
ALT-000153,2026-06-15 12:02:24,185.199.110.14,192.168.10.10,Web-Server-01,core,access_log,Automated Scanner,UA-001,Automated Scanner,user_agent,python-requests/2.31.0,medium,字段 user_agent 命中关键字 'python-requests'；请求状态码=500.0；User-Agent=python-requests/2.31.0,结合访问频率判断是否为自动化扫描，必要时临时封禁。,"185.199.110.14 - - [15/Jun/2026:12:02:24 +0800] ""GET /search?q=sleep%285%29 HTTP/1.1"" 500 1371 ""-"" ""python-requests/2.31.0"" ""192.168.10.10"""
